37.4167 -9.7000
37.4167 -9.7000
37.4167 -9.7000
37.0000 -10.0000
37.0000 -9.6667
37.0000 -9.5000
37.0000 -9.3333
36.8333 -8.5000
36.6667 -8.5000
36.5000 -8.5000
36.3333 -8.5000
36.1667 -8.5000
36.0000 -8.5000
35.8333 -8.5000
35.6667 -8.5000
35.5000 -8.5000
35.3333 -8.5000
35.1667 -8.5000
35.0000 -8.5000
37.4167 -9.7000
35.00 -7.00
35.4250 -8.00
35.9250 -8.00
36.3167 -8.00
36.5000 -9.00
36.9833 -9.00
37.4167 -9.00
37.2483 -9.5900
37.3633 -9.8683
37.4167 -9.7000
36.9833 -9.3667
36.5000 -9.0750
36.3167 -8.5917
35.9250 -8.2167
35.4250 -8.2167
35.0000 -7.9167
37.3003 -9.2520
37.1320 -9.8018
37.1992 -9.6032
37.2147 -9.4995
37.2473 -9.4007
36.2157 -8.6863
36.4057 -8.6988
36.4305 -8.4885
36.5763 -8.5225
36.6462 -8.5282
36.7268 -8.5248
36.8092 -8.5240
36.1675 -8.7023
36.2192 -9.00
36.7398 -9.00
36.5488 -9.00
36.7988 -8.8833
36.6467 -9.00
36.3838 -9.00
35.9997 -8.7003
36.0660 -8.9973
36.4657 -9.4315
36.1668 -9.4827
36.6498 -9.8337
36.9000 -9.7532
36.7172 -9.6493
36.7917 -9.4668
36.8610 -9.5090
36.9332 -9.5315
37.00 -9.5977
37.0762 -9.4192
36.9707 -9.3535
36.8577 -9.2827
36.8847 -9.2035
37.1312 -9.8023
37.4327 -9.5028
37.4022 -9.7133
37.3677 -9.9155
37.3848 -9.8117
37.4162 -9.6115
37.4637 -9.3033
37.4487 -9.9653
37.3662 -9.9138
37.4495 -9.9667
35.0000 -8.5000
35.1667 -8.5000
35.3333 -8.5000
35.5000 -8.5000
35.6667 -8.5000
35.8333 -8.5000
36.0000 -8.5000
36.1667 -8.5000
36.3333 -8.5000
36.5000 -8.5000
36.6667 -8.5000
36.8333 -8.5000
36.5550 -8.7483
36.2783 -8.9967
36.0000 -9.2450
35.7217 -9.4933
35.4450 -9.7400
35.1667 -9.9883
35.948 -6.2597
35.957 -6.2830
35.987 -6.0750
36.067 -6.1167
36.133 -6.0500
36.0 -6.2000
35.7558 -10.00
36.8758 -8.5263
36.7187 -8.6197
36.5383 -8.7383
36.4247 -8.7913
36.2500 -8.9010
36.2353 -9.2707
36.2333 -9.8833
36.73685 -8.86604
36.77258 -9.23360
36.83495 -9.32858
36.83461 -9.32349
36.60946 -9.38105
36.90835 -9.49836
37.41043 -9.41500
36.133 -6.050
36.067 -6.117
36.00 -6.200
36.067 -6.333
36.083 -6.517
36.183 -6.383
36.133 -6.250
36.133 -6.050
36.067 -6.117
36.00 -6.200
36.067 -6.333
36.133 -6.250
36.083 -6.517
36.183 -6.383
36.300 -6.283
36.433 -6.333
36.517 -6.433
36.550 -6.350
36.4250 -6.5583
36.317 -6.667
36.433 -6.750
36.583 -6.783
36.700 -6.650
36.683 -6.517
36.600 -6.533
36.800 -6.550
36.717 -6.817
36.900 -6.633
37.00 -6.733
37.017 -6.917
36.850 -6.867
36.733 -6.967
36.833 -7.017
36.833 -7.150
36.950 -7.083
37.050 -7.033
36.850 -7.333
36.967 -7.333
37.067 -7.333
37.067 -7.183
37.00 -6.733
36.900 -6.633
36.800 -6.550
36.683 -6.517
36.550 -6.350
36.433 -6.333
36.300 -6.283
36.133 -6.050
36.175 -9.1667
36.188 -9.1720
35.840 -8.438
36.003 -8.410
36.167 -8.390
36.292 -8.373
36.393 -8.350
36.502 -8.332
36.612 -8.307
36.693 -8.292
36.732 -8.285
36.782 -8.278
36.825 -8.265
36.873 -8.257
36.925 -8.247
36.977 -8.242
37.015 -8.233
37.050 -8.227
37.05 -6.85
37.07 -6.83
37.02 -6.88
36.95 -6.93
36.87 -6.98
36.80 -7.05
36.68 -7.13
36.62 -7.20
36.50 -7.05
36.62 -6.97
36.70 -6.90
36.70 -6.82
36.90 -6.75
36.98 -6.68
36.88 -6.53
36.80 -6.62
36.70 -6.68
36.60 -6.77
36.60 -6.77
36.50 -6.83
36.40 -6.92
36.25 -6.80
36.47 -6.67
36.55 -6.62
36.68 -6.53
36.68 -6.55
36.77 -6.50
36.48 -6.35
36.40 -6.42
36.28 -6.50
36.15 -6.60
36.13 -7.03
36.07 -7.08
37.0 -7.15
36.92 -7.22
36.82 -7.30
36.93 -7.42
37.03 -7.35
37.08 -7.28
37.12 -7.15
37.08 -6.93
37.02 -7.02
36.93 -7.07
36.85 -7.13
36.80 -7.05
36.78 -6.95
36.88 -6.87
36.95 -6.82
36.03 -6.75
37.07 -6.75
37.02 -6.88
36.95 -6.93
36.87 -6.0
36.70 -6.88
36.75 -6.75
36.80 -6.70
36.87 -6.67
36.93 -6.62
36.88 -6.55
36.83 -6.50
36.77 -6.57
36.70 -6.45
36.63 -6.65
37.25 -6.95
37.25 -6.95
37.23 -6.95
37.22 -6.95
37.20 -6.93
37.18 -6.93
37.17 -6.92
37.17 -6.92
37.15 -6.90
37.13 -6.87
37.13 -6.85
37.12 -6.83
37.10 -6.82
37.07 -6.80
37.08 -6.82
37.10 -6.82
37.12 -6.83
37.13 -6.85
37.13 -6.87
37.15 -6.90
37.17 -6.90
37.17 -6.92
37.18 -6.93
37.20 -6.93
37.20 -6.93
37.22 -6.95
37.23 -6.95
37.25 -6.95
37.25 -6.95
35.965 -6.001
35.882 -6.001
35.838 -6.003
35.685 -6.4622
35.765 -6.4295
35.798 -6.3947
35.837 -6.3717
35.877 -6.3517
35.917 -6.3325
36.048 -6.4658
36.020 -6.4883
35.987 -6.5253
35.957 -6.5592
35.927 -6.5933
35.895 -6.6117
35.867 -6.6630
35.805 -6.7320
35.743 -6.7950
35.683 -6.8667
35.697 -6.9650
35.710 -7.0650
35.725 -7.1653
35.737 -7.2670
35.770 -7.3662
35.768 -7.4672
35.833 -7.4133
35.900 -7.3633
35.967 -7.3075
36.033 -7.2553
36.103 -7.2020
36.168 -7.1522
36.233 -7.0967
36.300 -7.0437
36.365 -6.9878
36.400 -6.9637
36.433 -6.9417
36.500 -6.8862
36.560 -6.8347
36.933 -7.3908
36.858 -7.4172
36.820 -7.4295
36.780 -7.4478
36.740 -7.4563
36.665 -7.4863
36.590 -7.5137
36.513 -7.5417
36.435 -7.5692
36.358 -7.5962
36.283 -7.6212
36.207 -7.6470
36.130 -7.6762
36.055 -7.7028
35.977 -7.7292
35.900 -7.7570
35.825 -7.7850
35.768 -7.4653
35.767 -7.5687
35.763 -7.6733
35.763 -7.7795
35.760 -7.8850
35.760 -7.9895
35.758 -8.0953
35.758 -8.1975
35.755 -8.3028
35.753 -8.4062
35.752 -8.5125
35.748 -8.6300
35.828 -8.5833
35.907 -8.5478
35.983 -8.5142
36.062 -8.4808
36.138 -8.4467
36.215 -8.4138
36.293 -8.3783
36.372 -8.3437
36.450 -8.3105
36.527 -8.2767
36.603 -8.2422
36.682 -8.2100
36.720 -8.1905
36.762 -8.1733
36.798 -8.1578
36.860 -8.5542
36.792 -8.6088
36.752 -8.6217
36.712 -8.6345
36.673 -8.6480
36.607 -8.7147
36.537 -8.7850
36.473 -8.8467
36.407 -8.9163
36.340 -8.9837
36.275 -9.0497
36.207 -9.1172
36.142 -9.1837
36.072 -9.2503
36.373 -8.3445
36.747 -8.6155
35.748 -8.8267
35.748 -9.0342
35.748 -9.2417
36.01 -9.3163
35.873 -9.4500
35.748 -9.4517
35.750 -9.6592
35.748 -9.8692
36.017 -9.8903
36.148 -9.7622
36.277 -9.6342
36.410 -9.5033
36.542 -9.3720
36.605 -9.3072
36.670 -9.2428
36.735 -9.1783
36.800 -9.1130
36.835 -9.0783
37.112 -9.1528
37.110 -9.2612
37.090 -9.3628
37.070 -9.4663
37.050 -9.5678
37.030 -9.6683
37.01 -9.7717
36.988 -9.8733
36.970 -9.9778
37.482 -9.1583
37.477 -9.2612
37.472 -9.3583
37.467 -9.4620
37.462 -9.5658
37.458 -9.6683
37.453 -9.7695
37.447 -9.8700
37.443 -9.9728
36.01 -6.000
35.963 -6.001
35.907 -6.0588
35.895 -6.1203
35.890 -6.1800
35.873 -6.2392
35.860 -6.3083
35.850 -6.3670
35.840 -6.4383
35.828 -6.5072
35.860 -6.4795
35.888 -6.4522
35.917 -6.4267
35.947 -6.4053
35.978 -6.3792
36.01 -6.3505
35.767 -6.6800
35.682 -6.8667
35.695 -6.9658
35.708 -7.0667
35.723 -7.1662
35.733 -7.2658
35.757 -7.3642
35.767 -7.4658
35.832 -7.4100
35.900 -7.3612
35.967 -7.3067
36.033 -7.2567
36.102 -7.2025
36.168 -7.1545
36.235 -7.0937
36.300 -7.0442
36.365 -6.9847
36.432 -6.9372
36.500 -6.8830
36.855 -7.4178
36.820 -7.4308
36.737 -7.4572
36.670 -7.4870
36.550 -7.5267
36.513 -7.5417
36.435 -7.5683
36.342 -7.5975
36.283 -7.6220
36.207 -7.6492
36.130 -7.6792
36.052 -7.7025
35.977 -7.7297
35.902 -7.7583
35.825 -7.7853
35.767 -7.5680
35.763 -7.6742
35.762 -7.7755
36.588 -7.5150
35.758 -7.9883
35.758 -8.1975
35.750 -8.4078
35.747 -8.6180
35.830 -8.5825
35.907 -8.5450
35.985 -8.5147
36.062 -8.3333
36.140 -8.4500
36.217 -8.4122
36.293 -8.3758
36.375 -8.3387
36.408 -8.3245
36.452 -8.3083
36.488 -8.2962
36.528 -8.2783
36.567 -8.2667
36.603 -8.2395
36.683 -8.2070
36.762 -8.1728
36.790 -8.6095
36.752 -8.6200
36.673 -8.6483
36.608 -8.7158
36.572 -8.7488
36.535 -8.7853
36.507 -8.8203
36.482 -8.8520
36.408 -8.9200
36.340 -8.9837
36.275 -9.0520
36.207 -9.1183
36.140 -9.1837
36.070 -9.2497
36.01 -9.3183
35.873 -9.4487
35.742 -9.4528
35.747 -9.2403
35.745 -9.0333
35.747 -8.8233
35.830 -8.5825
35.753 -9.6600
35.748 -9.8687
35.962 -6.0183
35.938 -6.0173
35.940 -6.014
36.393 -9.6100
36.638 -9.3645
36.955 -7.820
36.968 -7.852
36.977 -7.833
36.972 -7.832
36.977 -7.833
36.977 -7.833
36.972 -7.832
36.977 -7.833
36.978 -7.835
36.975 -7.838
36.978 -7.828
36.955 -7.820
36.968 -7.852
36.955 -7.820
36.977 -7.833
36.945 -8.533
36.870 -8.573
36.900 -8.557
36.855 -8.583
36.833 -8.550
36.858 -8.545
36.912 -8.505
36.892 -8.513
36.933 -8.497
36.920 -8.483
36.878 -8.470
36.845 -8.480
36.825 -8.475
36.865 -8.553
36.895 -8.533
36.845 -8.562
36.828 -8.508
36.850 -8.505
36.883 -8.497
36.958 -7.863
36.958 -7.863
36.958 -7.863
36.958 -7.863
36.958 -7.863
36.958 -7.863
36.958 -7.863
36.958 -7.863
36.958 -7.863
36.958 -7.863
36.958 -7.863
36.958 -7.863
36.958 -7.863
36.958 -7.863
36.5520 -8.5020
36.5525 -8.5045
36.850 -7.4733
36.8800 -7.4600
36.9050 -7.4417
36.9367 -7.4250
36.9700 -7.4150
37.0033 -7.4050
37.033 -7.4050
37.0717 -7.4067
37.0933 -7.4033
37.100 -7.400
37.1117 -7.4083
37.1300 -7.4017
37.1417 -7.4317
37.1467 -7.4700
37.1433 -7.5067
37.1300 -7.533
37.1200 -7.5633
37.1200 -7.4967
37.1083 -7.4967
37.0733 -7.4883
37.0383 -7.4750
37.0050 -7.467
36.9750 -7.4783
36.9450 -7.4900
36.9133 -7.5017
36.8800 -7.5150
36.8483 -7.5267
36.8917 -7.5733
36.9250 -7.5617
36.9550 -7.5483
36.983 -7.5400
37.017 -7.5300
37.0467 -7.5450
37.0783 -7.5683
37.0950 -7.5783
37.1083 -7.5883
37.0550 -7.6583
37.0367 -7.6450
37.017 -7.6300
36.9983 -7.6150
36.9617 -7.617
36.9267 -7.6150
36.8983 -7.617
36.8600 -7.617
36.8533 -7.6467
36.8867 -7.667
36.9050 -7.6767
36.9200 -7.6867
36.9450 -7.6950
36.9700 -7.7150
36.9967 -7.7317
36.9733 -7.8183
36.9600 -7.8083
36.9283 -7.7867
36.9133 -7.7700
36.8800 -7.7617
36.8600 -7.7517
36.8317 -7.7350
36.8033 -7.7200
36.7633 -7.800
36.7933 -7.8117
36.8217 -7.8283
36.8417 -7.8383
36.8583 -7.8467
36.8900 -7.8600
36.9083 -7.8733
36.9350 -7.8883
36.9467 -7.8967
36.330 -6.6642
36.247 -6.6642
36.165 -6.6662
36.082 -6.6668
35.998 -6.6653
35.997 -6.5527
35.997 -6.4360
35.947 -6.4382
35.913 -6.4368
35.912 -6.3308
35.913 -6.2333
35.913 -6.1142
35.937 -6.0388
35.950 -6.5530
35.915 -6.5492
35.915 -6.6693
35.913 -6.7920
35.913 -6.8975
35.915 -6.8457
35.917 -6.9973
35.918 -7.1057
35.918 -7.1055
35.823 -7.1080
35.825 -6.9985
35.825 -6.9047
35.827 -6.7863
35.997 -6.7755
36.00 -6.8972
36.0 -6.9967
36.00 -7.1092
36.083 -7.1042
36.083 -6.9992
36.092 -6.9038
36.082 -6.7862
36.157 -6.7820
36.165 -6.8927
36.168 -6.9977
36.163 -7.1042
36.232 -7.1050
36.250 -6.9987
36.248 -6.9092
36.248 -6.7920
36.332 -6.7898
36.335 -6.9080
36.333 -7.002
36.335 -7.1085
36.423 -7.1080
36.423 -6.9975
36.417 -6.9013
36.375 -6.7932
36.415 -6.7937
36.455 -6.7905
36.500 -6.7817
36.448 -6.9007
36.502 -6.8968
36.497 -7.002
36.495 -7.1057
36.542 -7.1062
36.540 -6.9968
36.533 -6.8922
36.583 -6.8937
36.593 -6.9975
36.593 -7.1048
36.618 -7.1023
36.613 -6.9965
36.658 -6.9992
36.658 -7.1085
36.658 -7.2592
36.662 -7.3680
36.708 -7.3655
36.707 -7.2470
36.698 -7.1067
36.708 -6.9998
36.743 -7.1030
36.742 -7.2490
36.742 -7.3667
36.808 -7.3667
36.807 -7.2432
36.803 -7.1055
36.590 -7.2462
36.498 -7.2490
36.417 -7.2473
36.333 -7.2490
36.267 -7.2475
36.163 -7.2493
36.8617 -7.8467
36.8867 -7.8617
36.9100 -7.8717
36.933 -7.8883
36.9550 -7.8950
37.0317 -7.7483
36.9900 -7.7417
36.9600 -7.733
36.9367 -7.7250
36.9117 -7.717
36.9217 -7.5700
36.950 -7.5617
36.9750 -7.5517
37.0033 -7.5417
37.0250 -7.5567
37.0483 -7.5683
37.0767 -7.5850
37.1033 -7.600
37.1233 -7.5683
37.1483 -7.5067
37.1550 -7.4700
37.1533 -7.4383
37.1450 -7.4117
37.1383 -7.3850
37.1317 -7.367
37.1300 -7.4350
37.0983 -7.4350
37.0683 -7.4300
37.0417 -7.4283
37.0133 -7.4283
36.9817 -7.4250
36.9467 -7.4383
36.9183 -7.4533
36.8850 -7.4700
37.1533 -7.4350
37.1433 -7.4117
37.1383 -7.3850
37.1417 -7.3450
37.1517 -7.3317
37.1533 -7.4383
37.1450 -7.4117
37.1383 -7.383
37.1417 -7.3467
37.1617 -7.3183
37.1517 -7.4383
37.1450 -7.4117
37.1383 -7.383
37.1417 -7.3467
37.1633 -7.3183
37.1533 -7.4367
37.1433 -7.4117
37.1367 -7.383
37.1367 -7.3450
37.1617 -7.3183
37.1533 -7.4383
37.1450 -7.4117
37.1367 -7.3850
37.1400 -7.3433
37.1633 -7.3183
37.1233 -7.3417
37.1033 -7.3383
37.0867 -7.3317
37.0600 -7.3250
37.0317 -7.3183
36.9950 -7.3367
36.9600 -7.3517
36.9350 -7.3633
36.9133 -7.3750
36.8883 -7.3850
36.8583 -7.4017
36.8083 -7.2983
36.8433 -7.2750
36.8650 -7.2600
36.8983 -7.2400
36.9300 -7.2150
36.9567 -7.2017
36.9867 -7.1967
36.715 -8.2590
36.715 -8.2590
37.1017 -6.8483
37.0850 -6.8617
37.0650 -6.8700
37.0417 -6.8817
35.883 -7.5270
37.0100 -6.8983
36.9800 -6.9117
36.9483 -6.9283
36.9183 -6.950
36.8850 -6.9733
36.8617 -6.9917
36.8367 -7.0067
36.8200 -7.0217
36.7950 -7.0400
36.7717 -7.0617
36.7383 -7.083
36.7117 -7.1033
36.750 -7.200
36.7867 -7.167
36.8350 -7.1400
36.8633 -7.1233
36.8933 -7.0983
36.9217 -7.083
36.9583 -7.0717
36.393 -7.0625
36.9900 -7.0617
37.0267 -7.0517
37.0600 -7.0383
37.0933 -7.0300
37.1133 -7.0217
37.1350 -7.0150
37.1517 -7.0100
37.1850 -7.1883
37.1583 -7.1900
37.133 -7.1900
37.1100 -7.1900
37.0800 -7.1917
37.050 -7.1933
37.0183 -7.1967
36.9850 -7.1967
36.9550 -7.2017
36.9283 -7.2183
36.8967 -7.2400
36.8683 -7.2617
36.8450 -7.2767
36.8100 -7.2983
36.9050 -7.6400
36.9067 -7.6683
36.9067 -7.6883
36.9033 -7.7133
36.900 -7.7100
36.9067 -7.6683
36.9033 -7.6300
36.9033 -7.717
36.9067 -7.6700
36.9050 -7.6317
36.8983 -7.5967
36.9017 -7.7117
36.9067 -7.6683
36.9033 -7.6317
36.8983 -7.5950
36.900 -7.7100
36.9050 -7.6683
36.9017 -7.6300
36.8967 -7.5950
36.9017 -7.7150
36.9050 -7.6683
36.9033 -7.6350
36.8950 -7.5983
36.9017 -7.717
36.9050 -7.6683
36.9033 -7.6300
36.8967 -7.5967
36.9033 -7.7133
36.9067 -7.6683
36.9033 -7.6317
36.8983 -7.5967
37.0233 -7.7467
36.9900 -7.7400
36.9600 -7.7317
36.9367 -7.7250
36.9083 -7.7150
36.8983 -7.7150
36.8850 -7.7083
36.850 -7.6967
